angDist,AllWISE,RAJ2000,DEJ2000,eeMaj,eeMin,eePA,W1mag,W2mag,W3mag,W4mag,Jmag,Hmag,Kmag,e_W1mag,e_W2mag,e_W3mag,e_W4mag,e_Jmag,e_Hmag,e_Kmag,ID,ccf,ex,var,qph,pmRA,e_pmRA,pmDE,e_pmDE,d2M,_RAJ2000,_DEJ2000,Name,f_Name,RAJ2000,DEJ2000,SpT,T*,R*,Td1,Rd1,Tdt2,Rd2,Tau,Dist,f_Dist,IRS?,TYC,WISEA,Simbad
0.027950,J095451.19-501438.2,148.7133005,-50.2439498,0.0399,0.0376,176.9,5.712,5.611,5.661,4.557,5.702,5.765,5.737,0.150,0.051,0.015,0.025,0.019,0.026,0.027,1486050001351018565,HH00,0,nn11,BAAA,-231,36,-42,35,0.422,148.7132917,-50.2439444,HR 3927,,09 54 51.19,-50 14 38.2,A0V,9380,2.38,170,16.8,60,135.39,4.95,92.85,,N,TYC,WISEA,Simbad
0.142397,J095857.84-621900.0,149.7410307,-62.3166700,0.0307,0.0295,125.2,6.817,6.854,6.566,5.282,7.011,6.974,6.872,0.058,0.020,0.014,0.028,0.018,0.038,0.021,1484062101351025341,hh00,0,1011,AAAA,-46,23,-30,23,0.522,149.7410833,-62.3166389,TYC8946-1580-1,,09 58 57.86,-62 18 59.9,A3V,7220,1.48,350,1.4,65,42.511,29.43,86.6,a,N,TYC,WISEA,Simbad
0.075933,J100725.80+351441.0,151.8575006,+35.2447433,0.0529,0.0478,78.8,4.010,3.777,4.037,3.798,4.269,4.046,4.004,0.394,0.194,0.015,0.027,0.250,0.036,0.036,1516134801351046056,0000,0,0000,CBAA,-156,64,769,69,0.783,151.8575,35.2447222,21 LMi,,10 07 25.80,+35 14 41.0,A7V,7810,1.7,300,2.6,,,0.7,28.24,,Y,TYC,WISEA,Simbad
0.054626,J101005.82-124858.4,152.5242647,-12.8162272,0.0479,0.0428,43.3,4.385,4.188,4.409,4.232,4.755,4.458,4.397,0.315,0.128,0.014,0.024,0.222,0.234,0.017,1529012201351007805,0000,1,0100,BBAA,1365,61,272,57,1.634,152.52425,-12.8162222,HD 88215,,10 10 05.82,-12 48 58.4,F3V,6860,1.49,220,3.3,,,0.32,27.73,,Y,TYC,WISEA,Simbad
0.903776,J101322.78-511359.3,153.3449202,-51.2331424,0.1418,0.1274,163.7,4.528,4.212,4.718,4.475,4.869,4.806,4.616,0.282,0.170,0.044,0.039,0.238,0.023,0.017,1525051501351051365,HHH0,0,nnn0,BBAA,-1108,53,-1496,72,0.747,153.3451667,-51.2329444,LW Vel,,10 13 22.84,-51 13 58.6,A7V,7400,2.39,150,13.5,,,0.36,51.89,,Y,TYC,WISEA,Simbad
0.204577,J102455.65-253847.1,156.2319067,-25.6464172,0.0343,0.0324,157.4,8.316,8.340,8.196,7.421,8.853,8.496,8.348,0.023,0.020,0.021,0.122,0.041,0.047,0.033,1566025801351034915,0000,0,0000,AAAB,-188,35,-44,33,0.595,156.2319167,-25.6463611,TYC6623-942-1,,10 24 55.66,-25 38 46.9,:G2,5830,0.94,240,1.2,,,5.11,104.08,a,N,TYC,WISEA,Simbad
0.782578,J102725.15-654216.6,156.8548050,-65.7046363,0.0386,0.0370,145.7,5.760,5.679,5.808,5.581,5.843,5.858,5.788,0.145,0.051,0.014,0.034,0.019,0.040,0.018,1572065201351007901,hh00,0,0300,BAAA,-34,25,-309,25,0.797,156.8553333,-65.7046389,HD 90874,,10 27 25.28,-65 42 16.7,A2V,8460,1.77,350,2.4,90,36.43,0.83,68.44,,Y,TYC,WISEA,Simbad
0.013449,J103104.61+823331.5,157.7692482,+82.5587537,0.0476,0.0446,22.7,4.012,3.772,4.276,4.186,4.416,4.364,4.272,0.226,0.148,0.014,0.023,0.208,0.036,0.036,1625183201351010623,0000,1,4430,BBAA,3265,46,983,44,0.570,157.76925,82.55875,HR 4084,,10 31 04.62,+82 33 31.5,F4V,6640,1.27,30,144.7,,,0.09,21.5,,N,TYC,WISEA,Simbad
1.279881,J103313.77+402532.0,158.3074080,+40.4255560,0.0508,0.0454,71.7,4.121,3.875,4.210,4.169,4.122,4.059,4.197,0.322,0.203,0.015,0.022,0.228,0.234,0.015,1582140801351018478,0000,0,0000,BBAA,761,55,690,57,1.229,158.307875,40.4255556,HR 4132,,10 33 13.89,+40 25 32.0,A7IV,7490,2.04,35,218.1,,,1.28,34.62,,Y,TYC,WISEA,Simbad
0.066560,J103922.81-640642.3,159.8450630,-64.1117662,0.0339,0.0323,135.0,6.465,6.448,6.300,5.427,6.431,6.509,6.468,0.079,0.025,0.017,0.029,0.027,0.044,0.023,1585063701351000005,0ho0,0,1111,AAAA,-14,23,-24,23,0.108,159.8450833,-64.11175,HD 92536,,10 39 22.82,-64 06 42.3,B8V,10710,2.48,250,10.6,,,0.8,146.19,,Y,TYC,WISEA,Simbad
0.083866,J104229.99-334016.3,160.6249923,-33.6712168,0.0324,0.0295,138.9,6.793,6.655,6.598,5.998,7.792,7.125,6.899,0.037,0.019,0.016,0.051,0.021,0.029,0.027,1601033401351021006,hh00,1,0000,AAAA,-213,34,-132,33,1.430,160.625,-33.6711944,TWA 7A,,10 42 30.00,-33 40 16.3,M2Ve,3420,1.61,220,0.9,65,10.37,24.74,53.0,a,N,TYC,WISEA,Simbad
0.106586,J104328.10-290352.1,160.8671026,-29.0644965,0.0395,0.0376,30.5,5.613,5.509,5.629,5.556,6.176,5.770,5.660,0.151,0.053,0.015,0.035,0.024,0.046,0.018,1611028801351015887,0000,0,0300,BAAA,274,43,-785,41,2.505,160.8670833,-29.0644722,V419 Hya,b,10 43 28.10,-29 03 52.1,K1V,5210,0.74,200,1.1,45,23.1,6.6,21.39,,Y,TYC,WISEA,Simbad
0.032498,J104753.51-641546.1,161.9729772,-64.2628094,0.0325,0.0313,140.0,6.400,6.345,6.356,6.029,6.389,6.409,6.353,0.078,0.025,0.015,0.042,0.023,0.051,0.018,1618063701351005191,0000,0,1000,AAAA,-92,23,-1,23,0.097,161.9729583,-64.2628056,HD 93738,,10 47 53.51,-64 15 46.1,B9.5V,8980,2.81,200,13.2,,,0.2,145.34,,Y,TYC,WISEA,Simbad
0.054487,J105629.45-481955.2,164.1227376,-48.3320127,0.0336,0.0325,158.3,7.074,7.207,6.962,4.867,7.386,7.313,7.218,0.031,0.020,0.017,0.029,0.026,0.053,0.027,1642048501351033058,0h00,1,1110,AAAA,-122,29,-9,28,0.407,164.12275,-48.332,TYC8203-154-1,,10 56 29.46,-48 19 55.2,F0V,7110,1.43,135,9.2,,,10.62,96.99,,N,TYC,WISEA,Simbad
0.166898,J105642.17-621740.8,164.1757246,-62.2946687,0.0370,0.0349,125.0,8.014,7.994,7.804,7.092,8.918,8.290,8.097,0.024,0.020,0.035,0.070,0.029,0.027,0.018,1642062101351017304,00oO,0,111n,AAAA,-53,23,-17,23,0.921,164.175625,-62.2946667,TYC8962-532-1,,10 56 42.15,-62 17 40.8,:K7,4250,0.59,260,0.3,,,12.46,46.01,a,N,TYC,WISEA,Simbad
0.055029,J110125.84-764507.1,165.3576823,-76.7519800,0.0339,0.0317,90.0,8.337,8.351,8.117,6.459,8.693,8.481,8.366,0.023,0.020,0.020,0.056,0.029,0.036,0.034,1671077301351051769,0000,0,1100,AAAA,-39,28,-39,31,0.465,165.357625,-76.7519722,TYC9410-532-1,,11 01 25.83,-76 45 07.1,A9V,6120,1.05,170,3.1,,,10.61,117.8,a,N,TYC,WISEA,Simbad
0.089067,J110150.58+562257.1,165.4607826,+56.3825520,0.0235,0.0143,164.4,1.156,0.845,2.461,2.138,2.269,2.359,2.285,,,0.009,0.023,0.244,0.164,0.244,1653156001351045258,hh00,0,nn30,UUAA,520,39,539,34,1.145,165.4607917,56.3825278,bet UMa,,11 01 50.59,+56 22 57.1,A1IV,8770,3.21,120,39.8,,,0.12,24.44,,Y,TYC,WISEA,Simbad
0.060463,J110224.50-264954.8,165.6021062,-26.8318899,0.0459,0.0444,18.5,5.336,5.194,5.412,5.219,5.592,5.460,5.412,0.149,0.076,0.017,0.034,0.029,0.038,0.018,1656027301351045741,0000,0,1300,BAAA,-46,44,188,42,1.419,165.602125,-26.8318889,HD 95698,,11 02 24.51,-26 49 54.8,F1V,6990,1.92,200,5.4,50,87.42,1.36,56.08,,Y,TYC,WISEA,Simbad
0.676615,J111414.38+152545.7,168.5599289,+15.4293806,0.0434,0.0402,44.1,2.441,2.977,3.315,3.155,3.115,3.190,3.082,,0.458,0.013,0.021,0.276,0.240,0.308,1690115101351043414,0000,0,n100,UCAA,762,48,546,47,1.078,168.56,15.4295556,tet Leo,,11 14 14.40,+15 25 46.4,A2IV,8940,4.19,160,30.4,,,0.09,50.6,,Y,TYC,WISEA,Simbad
0.129833,J111730.41-640234.5,169.3767194,-64.0429224,0.0327,0.0310,131.6,7.901,7.920,7.670,6.401,8.310,8.066,7.964,0.024,0.020,0.018,0.045,0.026,0.042,0.024,1684063701351019711,0h00,0,0011,AAAA,9,23,-82,23,0.357,169.37675,-64.0428889,HD 308379,,11 17 30.42,-64 02 34.4,:G0,5920,0.97,185,2.3,,,7.61,85.63,a,N,TYC,WISEA,Simbad
0.095870,J111758.09-640233.3,169.4920675,-64.0426074,0.0326,0.0309,126.5,7.364,7.426,6.929,4.635,7.528,7.484,7.503,0.027,0.020,0.017,0.024,0.020,0.027,0.024,1684063701351019701,hh00,0,1110,AAAA,-85,23,19,23,0.254,169.4920417,-64.0425833,HD 98363,,11 17 58.09,-64 02 33.3,A2V,7890,1.54,350,1.8,130,13.267,20.16,123.6,,Y,TYC,WISEA,Simbad
0.032885,J112149.20+570429.7,170.4550250,+57.0749175,0.0382,0.0376,116.6,6.020,5.913,6.000,5.558,6.076,6.023,5.986,0.121,0.042,0.016,0.041,0.020,0.029,0.023,1716157501351013576,0000,0,2311,BAAA,-283,42,556,41,0.726,170.4550417,57.0749167,HR 4388,,11 21 49.21,+57 04 29.7,A7V,7850,1.98,220,5.8,75,50.53,1.21,80.84,,Y,TYC,WISEA,Simbad
0.032459,J112205.22-244639.4,170.5217587,-24.7776155,0.0359,0.0340,175.6,5.496,5.344,3.110,0.202,6.397,5.759,5.587,0.180,0.062,0.013,0.011,0.020,0.027,0.021,1700024301351002567,0000,1,0311,BAAA,43,48,-355,45,1.114,170.52175,-24.7776111,HD 98800,,11 22 05.22,-24 46 39.4,K5V(e),4200,1.93,210,1.7,115,6.0,1537.1,44.9,,N,TYC,WISEA,Simbad
0.032633,J113218.23-301952.1,173.0759941,-30.3311464,0.0318,0.0303,162.6,8.819,8.442,7.069,5.144,9.641,9.030,8.765,0.022,0.020,0.018,0.028,0.024,0.023,0.021,1739030301351037588,0000,1,9910,AAAA,43,35,-72,35,1.066,173.076,-30.3311389,TWA 30A,,11 32 18.24,-30 19 52.1,M5V,2980,0.82,240,0.3,,,214.97,53.0,a,N,TYC,WISEA,Simbad
0.263654,J113714.53-694026.9,174.3105663,-69.6741578,0.0391,0.0382,82.3,5.258,5.121,5.224,5.014,5.688,5.459,5.326,0.140,0.047,0.014,0.027,0.024,0.024,0.023,1758069701351038320,dd00,0,0411,BAAA,1,33,-128,33,0.633,174.3106667,-69.6742222,HD 101088,,11 37 14.56,-69 40 27.2,F5IV,6170,3.46,200,7.68,40,192.01,1.536,93.8,,Y,TYC,WISEA,Simbad
0.401639,J114724.50-495303.0,176.8521235,-49.8841932,0.0329,0.0314,136.8,7.390,7.448,7.392,6.967,7.890,7.570,7.510,0.034,0.020,0.017,0.072,0.027,0.057,0.029,1765050001351029344,hh00,0,0000,AAAA,-48,33,-28,32,0.341,176.8522917,-49.8841667,HD 102458,,11 47 24.55,-49 53 03.0,G4V,5900,1.28,200,2.5,45,51.359,3.54,91.65,,Y,TYC,WISEA,Simbad
1.515377,J115041.88-330828.3,177.6745400,-33.1411949,0.0402,0.0371,56.4,5.465,5.358,5.528,5.482,5.989,5.672,5.531,0.153,0.056,0.014,0.037,0.021,0.034,0.026,1781033401351041958,0000,0,0300,BAAA,110,37,-15,36,1.423,177.6750417,-33.1412222,HD 102902,,11 50 42.01,-33 08 28.4,G4IV-V,5580,2.85,400,1.2,30,229.98,15.42,82.44,,Y,TYC,WISEA,Simbad
0.061875,J115307.95-564338.3,178.2831326,-56.7273223,0.0385,0.0311,48.1,7.179,7.240,7.175,6.531,7.467,7.312,7.276,0.056,0.021,0.016,0.057,0.024,0.027,0.027,1786056101351007699,hh00,0,nnnn,AAAA,-152,23,66,23,0.441,178.283125,-56.7273056,HD 103234,,11 53 07.95,-56 43 38.3,F2IV/V,6640,1.46,200,3.7,,,1.5,98.13,,Y,TYC,WISEA,Simbad
0.977137,J115326.73-350400.1,178.3613890,-35.0667123,0.0369,0.0354,129.2,5.984,5.889,5.978,5.584,6.009,6.032,5.987,0.120,0.042,0.015,0.033,0.021,0.046,0.024,1790034901351012636,0000,1,2100,BAAA,-324,28,110,27,1.245,178.3617083,-35.0666389,HD 103266,,11 53 26.81,-35 03 59.9,A1V,8550,1.74,190,8.2,,,0.38,74.12,,Y,TYC,WISEA,Simbad
0.410007,J115606.99-641945.2,179.0291642,-64.3292348,0.0333,0.0320,137.2,7.827,7.906,7.232,5.819,8.690,8.114,7.986,0.024,0.021,0.018,0.040,0.021,0.038,0.020,1783063701351002543,000p,1,0011,AAAA,-45,23,-225,24,0.233,179.0289583,-64.3293056,TYC8981-4034-1,,11 56 06.95,-64 19 45.5,:K5,4560,0.64,230,0.5,,,35.81,49.68,a,N,TYC,WISEA,Simbad
0.018037,J115626.51-584916.8,179.1104639,-58.8213374,0.0321,0.0309,135.0,7.280,7.351,7.051,6.153,7.672,7.490,7.390,0.032,0.021,0.016,0.041,0.021,0.034,0.023,1785059101351045767,hh00,0,0100,AAAA,-17,57,-81,54,0.354,179.1104583,-58.8213333,HD 103703,,11 56 26.51,-58 49 16.8,F3V,6510,1.39,240,2.3,,,4.65,98.91,,Y,TYC,WISEA,Simbad
0.050421,J120009.36-570702.2,180.0390180,-57.1172878,0.0452,0.0319,105.4,7.362,7.406,7.287,6.434,7.707,7.480,7.423,0.058,0.027,0.023,0.087,0.029,0.047,0.029,1799057601351045807,hh00,0,nnnn,AAAA,-66,23,-62,23,0.355,180.039,-57.1172778,HD 104231,,12 00 09.36,-57 07 02.2,F5V,6470,1.53,260,2.2,,,3.33,110.49,,Y,TYC,WISEA,Simbad
4.316493,J120009.47-570706.4,180.0394919,-57.1184467,0.2081,0.1227,96.7,9.499,9.338,9.397,8.514,8.470,8.213,8.139,0.228,0.119,0.130,,0.160,0.154,0.094,1799057601351045808,dHd0,0,nnnn,BBBU,,,,,0.852,180.039,-57.1172778,HD 104231,,12 00 09.36,-57 07 02.2,F5V,6470,1.53,260,2.2,,,3.33,110.49,,Y,TYC,WISEA,Simbad
0.084742,J120237.62-691132.2,180.6567675,-69.1922950,0.0316,0.0306,140.4,6.117,6.074,5.921,4.564,6.010,6.080,6.085,0.067,0.022,0.015,0.024,0.021,0.029,0.024,1800069701351056779,hh00,0,3200,AAAA,-45,28,-70,29,0.337,180.6567083,-69.1923056,HR 4597,,12 02 37.61,-69 11 32.3,B9V,10940,2.13,230,11.2,105,53.86,2.1,105.7,,Y,TYC,WISEA,Simbad
0.009457,J120433.63+662012.2,181.1401315,+66.3367496,0.0323,0.0319,122.4,6.468,6.415,6.480,6.357,6.822,6.580,6.499,0.074,0.024,0.015,0.058,0.018,0.016,0.017,1818166601351016462,0000,0,2000,AAAA,-204,31,-9,31,0.926,181.140125,66.33675,HD 104860,,12 04 33.63,+66 20 12.3,:F9,6100,0.97,300,0.9,45,41.71,6.28,45.47,,Y,TYC,WISEA,Simbad
0.029408,J120652.95-643649.5,181.7206538,-64.6137560,0.0795,0.0572,107.8,2.454,3.016,3.247,3.194,3.446,3.229,3.197,,0.377,0.025,0.019,0.264,0.232,0.236,1817065201351055321,HHHh,0,nnn0,UCAA,-261,34,-198,28,0.309,181.7206667,-64.61375,eta Cru,,12 06 52.96,-64 36 49.5,F2V,6800,1.85,55,65.9,,,0.42,19.75,,Y,TYC,WISEA,Simbad
0.028044,J120705.38-784428.3,181.7724428,-78.7412016,0.0319,0.0305,117.2,6.575,6.469,5.422,4.574,6.872,6.758,6.676,0.073,0.023,0.014,0.027,0.026,0.044,0.027,1800078801351025781,0000,0,0110,AAAA,92,30,-169,31,0.379,181.7724583,-78.7411944,EF Cha,,12 07 05.39,-78 44 28.3,A9III/IV,7050,1.99,295,2.6,,,12.689,102.98,,N,TYC,WISEA,Simbad
0.079745,J120902.21-512041.0,182.2592483,-51.3447443,0.0346,0.0329,154.8,8.536,8.561,8.413,7.365,9.385,8.778,8.598,0.023,0.020,0.021,0.085,0.026,0.024,0.019,1811051501351027628,0000,0,1111,AAAA,-27,24,5,24,0.323,182.25925,-51.3447222,TYC8241-2652-1,,12 09 02.22,-51 20 41.0,:K4,4770,0.74,200,0.9,,,10.89,81.81,a,N,TYC,WISEA,Simbad
0.048360,J120938.73-582058.8,182.4114010,-58.3496773,0.0332,0.0318,130.9,6.947,6.988,6.851,6.113,7.081,7.025,6.997,0.054,0.020,0.017,0.043,0.019,0.024,0.018,1814059101351050634,0000,0,0000,AAAA,-32,24,-45,24,0.382,182.4114167,-58.3496667,HD 105613,,12 09 38.74,-58 20 58.8,A3V,7940,1.6,200,5.9,,,1.08,104.16,,Y,TYC,WISEA,Simbad
1.546736,J121103.78-233610.0,182.7657692,-23.6027907,0.0299,0.0279,118.1,5.372,5.069,5.059,4.859,5.336,5.357,5.321,0.047,0.034,0.015,0.029,0.024,0.036,0.020,1833024301351058263,0d00,1,3300,AAAA,145,29,-1277,28,1.635,182.766,-23.6024167,3 Crv,,12 11 03.84,-23 36 08.7,A1V,8720,1.87,150,14.7,,,0.37,58.82,,Y,TYC,WISEA,Simbad
0.083112,J121105.82-562404.9,182.7742513,-56.4013842,0.0333,0.0316,145.3,6.963,7.013,6.845,5.712,7.067,7.066,7.020,0.050,0.020,0.016,0.033,0.021,0.044,0.027,1839056101351013035,0000,0,0011,AAAA,-108,25,-21,24,0.432,182.77425,-56.4013611,HD 105857,,12 11 05.82,-56 24 04.9,A2V,8180,1.69,190,7.3,,,1.84,112.99,,Y,TYC,WISEA,Simbad
0.089106,J121121.72-034644.7,182.8405218,-3.7790981,0.0381,0.0353,95.8,5.879,5.806,5.923,5.521,6.141,5.963,5.913,0.125,0.045,0.014,0.045,0.023,0.059,0.023,1830003101351006677,0000,0,0210,BAAA,106,47,-586,46,1.429,182.8405417,-3.7790833,HD 105912,,12 11 21.73,-03 46 44.7,F5V,6540,1.38,110,11.4,,,0.9,49.67,,Y,TYC,WISEA,Simbad
0.074869,J121210.21-632714.8,183.0425675,-63.4541216,0.0351,0.0337,148.4,6.677,6.722,6.344,4.752,6.802,6.809,6.775,0.067,0.020,0.018,0.038,0.021,0.029,0.029,1816063701351025195,0h00,0,1100,AAAA,-82,24,6,24,0.248,183.0425417,-63.4541389,HD 106036,,12 12 10.21,-63 27 14.9,A2V,8420,1.68,200,6.9,,,4.11,100.7,,Y,TYC,WISEA,Simbad
0.031234,J121235.72-552027.4,183.1488475,-55.3409476,0.0327,0.0313,143.4,8.064,8.085,8.003,7.427,8.731,8.235,8.123,0.023,0.020,0.018,0.087,0.024,0.034,0.020,1839056101351063025,hh00,0,2310,AAAA,-54,25,-14,24,0.425,183.1488333,-55.3409444,CD-54 4621,,12 12 35.72,-55 20 27.4,K0Ve,5010,1.39,170,2.8,,,4.24,125.0,a,Y,TYC,WISEA,Simbad
0.031989,J121329.52+100227.0,183.3730338,+10.0408375,0.0368,0.0360,126.9,5.925,5.832,5.972,5.864,6.302,6.016,5.929,0.121,0.041,0.014,0.049,0.024,0.047,0.026,1830110601351002478,0000,0,0000,BAAA,-169,41,-780,39,2.942,183.3730417,10.0408333,HD 106252,,12 13 29.53,+10 02 27.0,:G0,6070,1.02,120,6.1,,,0.37,37.7,,Y,TYC,WISEA,Simbad
0.012723,J121428.61-473646.2,183.6192135,-47.6128339,0.0333,0.0316,159.8,8.227,8.240,8.020,7.400,8.632,8.360,8.300,0.023,0.019,0.019,0.093,0.024,0.034,0.023,1832047001351002658,0000,0,0000,AAAA,-10,25,-26,24,0.329,183.6192083,-47.6128333,HD 106389,,12 14 28.61,-47 36 46.2,F6IV,6140,1.29,280,1.4,,,3.91,136.98,,Y,TYC,WISEA,Simbad
0.084648,J121706.25-654134.6,184.2760479,-65.6929678,0.0318,0.0300,135.0,6.021,5.930,5.750,4.278,5.997,6.031,5.999,0.072,0.022,0.015,0.023,0.020,0.040,0.024,1852065201351007505,hhd0,0,4200,AAAA,69,30,-11,29,0.413,184.2760417,-65.6929444,HR 4669,,12 17 06.25,-65 41 34.6,A0V,9010,2.21,200,10.4,,,4.44,95.96,,Y,TYC,WISEA,Simbad
0.083636,J121753.13-555831.9,184.4714051,-55.9755501,0.0319,0.0307,139.5,6.690,6.658,6.605,4.674,6.946,6.759,6.683,0.066,0.022,0.016,0.031,0.030,0.038,0.026,1839056101351028456,0000,0,1011,AAAA,-22,24,-15,24,0.447,184.4714167,-55.9755278,HD 106906,b,12 17 53.14,-55 58 31.9,F5V,6450,1.79,120,12.0,55,57.55,35.74,92.08,,Y,TYC,WISEA,Simbad
0.071883,J121906.38+163252.0,184.7765898,+16.5477968,0.0429,0.0407,175.5,5.522,5.357,5.540,5.182,5.867,5.611,5.540,0.151,0.057,0.016,0.032,0.023,0.020,0.016,1855116601351037717,0000,0,0200,BAAA,346,52,-684,48,2.767,184.7765833,16.5477778,HD 107146,,12 19 06.38,+16 32 52.0,G2V,5910,0.94,200,1.9,50,30.71,11.4,27.45,,Y,TYC,WISEA,Simbad
0.081328,J122028.16-655033.7,185.1173469,-65.8426950,0.0324,0.0313,116.8,6.256,6.297,6.093,4.690,6.253,6.277,6.270,0.055,0.021,0.015,0.024,0.021,0.036,0.024,1852065201351005089,0h00,0,3111,AAAA,1,30,0,30,0.504,185.1172917,-65.8426944,HR 4692,,12 20 28.15,-65 50 33.7,B9V,9880,1.83,240,7.2,115,31.43,2.71,93.89,,Y,TYC,WISEA,Simbad
0.028425,J122224.81-510134.5,185.6034042,-51.0262504,0.0322,0.0305,155.5,7.574,7.649,7.567,6.908,7.950,7.759,7.671,0.029,0.020,0.017,0.060,0.023,0.038,0.021,1859051501351043595,hh00,1,0200,AAAA,-27,24,-48,24,0.346,185.6034167,-51.02625,HD 107649,,12 22 24.82,-51 01 34.5,F5V,6450,1.16,190,3.1,,,1.91,93.72,,Y,TYC,WISEA,Simbad
0.040067,J122233.20-533349.0,185.6383380,-53.5636219,0.0329,0.0310,142.7,7.695,7.741,7.686,7.079,8.171,7.882,7.772,0.025,0.019,0.018,0.073,0.027,0.040,0.018,1849053101351003086,0h00,0,1210,AAAA,-82,26,12,26,0.261,185.6383333,-53.5636111,CD-52 5008,,12 22 33.20,-53 33 49.0,G2IV,5880,1.49,145,5.7,,,2.19,124.0,a,Y,TYC,WISEA,Simbad
0.107719,J122451.83-723614.0,186.2159656,-72.6038906,0.0336,0.0315,150.2,6.599,6.587,6.415,5.559,6.581,6.650,6.618,0.073,0.023,0.016,0.038,0.024,0.038,0.024,1848072701351028574,hh00,0,1011,AAAA,-54,32,-81,32,0.441,186.2159167,-72.6039167,HD 107947,,12 24 51.82,-72 36 14.1,A0V,9320,1.56,350,2.5,130,18.68,2.51,91.07,,Y,TYC,WISEA,Simbad
0.066405,J122659.30+264932.3,186.7471075,+26.8256487,0.0493,0.0453,39.9,4.628,4.367,4.662,4.436,4.796,4.727,4.649,0.218,0.110,0.015,0.024,0.192,0.020,0.024,1859127201351024149,0000,0,0111,BBAA,904,58,-361,56,0.157,186.747125,26.8256389,16 Com,,12 26 59.31,+26 49 32.3,A4V,8280,3.71,180,18.2,,,0.23,85.17,,N,TYC,WISEA,Simbad
0.049500,J123026.97+225246.4,187.6124023,+22.8795593,0.0341,0.0324,160.1,6.947,7.070,7.075,6.959,7.479,7.110,7.060,0.045,0.020,0.016,0.092,0.020,0.029,0.024,1873122701351048436,hh00,0,1100,AAAA,58,36,-22,34,1.722,187.6124167,22.8795556,HD 108874,,12 30 26.98,+22 52 46.4,G9V,5710,1.05,300,0.8,50,32.1,2.7,62.61,,Y,TYC,WISEA,Simbad
0.026611,J123046.21-581116.8,187.6925832,-58.1880204,0.0332,0.0325,138.7,6.987,7.038,6.756,5.602,7.465,7.189,7.072,0.057,0.021,0.015,0.033,0.021,0.024,0.024,1883057601351007439,00h0,0,1110,AAAA,-26,24,12,24,0.391,187.6925833,-58.1880278,HD 108857,,12 30 46.22,-58 11 16.9,F7V,6110,1.55,225,2.6,100,5.34285,11.61,96.99,,Y,TYC,WISEA,Simbad
0.057821,J123600.96-395210.9,189.0040357,-39.8697098,0.0288,0.0258,159.9,5.368,5.399,5.024,1.222,5.784,5.794,5.769,0.044,0.034,0.016,0.009,0.019,0.036,0.023,1896039401351010840,hhdh,1,3300,AAAA,-596,24,-509,24,1.062,189.0040417,-39.8696944,HR 4796A,b,12 36 00.97,-39 52 10.9,A0V,9000,1.91,140,18.3,90,44.4912,84.64,72.78,,Y,TYC,WISEA,Simbad
0.323083,J123647.34-054955.0,189.1972500,-5.8319685,0.0413,0.0401,71.7,5.712,5.626,5.715,5.175,5.782,5.768,5.703,0.155,0.053,0.015,0.035,0.024,0.046,0.017,1898006101351037086,0000,0,0111,BAAA,-860,45,-609,44,0.479,189.1972917,-5.8318889,f Vir,,12 36 47.35,-05 49 54.8,A3V,8660,1.83,160,12.5,,,0.42,69.01,,Y,TYC,WISEA,Simbad
0.456273,J123842.70-684549.2,189.6779296,-68.7636899,0.0307,0.0296,73.5,7.169,7.190,7.079,5.651,7.408,7.273,7.203,0.027,0.019,0.013,0.041,0.021,0.042,0.026,1898068201351005554,hh00,0,nnnn,AAAA,-65,35,-23,32,0.528,189.67825,-68.7636389,HD 109832,,12 38 42.78,-68 45 49.1,A9V,6830,1.68,170,6.3,80,28.61,9.53,111.85,,Y,TYC,WISEA,Simbad
0.070555,J123946.16-491155.6,189.9423581,-49.1987940,0.0310,0.0296,130.8,7.523,7.564,7.053,3.913,7.643,7.587,7.583,0.031,0.020,0.016,0.022,0.023,0.033,0.018,1889048501351000003,0000,0,0011,AAAA,-37,26,-41,25,0.363,189.942375,-49.1987778,HD 110058,b,12 39 46.17,-49 11 55.6,A0V,7940,1.26,575,0.5,100,18.61,41.81,107.41,,N,TYC,WISEA,Simbad
0.068768,J124153.13+101407.2,190.4713784,+10.2353521,0.0502,0.0457,48.8,4.649,4.298,4.700,4.259,4.986,4.761,4.678,0.300,0.117,0.015,0.026,0.272,0.018,0.023,1907110601351015720,0000,0,0100,BBAA,940,53,116,51,1.554,190.471375,10.2353333,rho Vir,,12 41 53.13,+10 14 07.2,A3V,8740,1.5,200,6.6,75,47.57,1.18,36.27,,Y,TYC,WISEA,Simbad
0.058950,J124215.97-630104.6,190.5665491,-63.0179496,0.0348,0.0321,136.1,7.860,7.908,7.631,6.286,8.348,8.037,7.935,0.023,0.020,0.024,0.050,0.020,0.047,0.024,1915063701351057918,00Pp,0,11n0,AAAA,153,31,-54,31,1.348,190.5665833,-63.0179444,TYC8992-106-1,,12 42 15.98,-63 01 04.6,:G3,5860,0.95,190,2.1,,,8.68,82.51,a,N,TYC,WISEA,Simbad
0.049713,J124401.90-533020.6,191.0079366,-53.5057293,0.0342,0.0330,149.6,7.620,7.673,7.648,7.412,7.879,7.730,7.708,0.026,0.021,0.018,0.082,0.020,0.027,0.026,1898053101351000011,0000,0,2310,AAAA,-24,25,-72,26,0.229,191.0079167,-53.5057222,HD 110634,,12 44 01.90,-53 30 20.6,F2V,6730,1.41,150,6.6,,,0.54,115.6,,Y,TYC,WISEA,Simbad
